open_ms,open,high,low,close
1777451797000,77012.95,77012.95,77012.95,77012.95
1777451798000,77012.95,77012.95,77012.95,77012.95
1777451799000,77012.95,77012.95,77012.95,77012.95
1777451800000,77012.95,77012.95,77012.95,77012.95
1777451801000,77012.95,77012.95,77005.7,77005.7
1777451802000,77005.7,77005.7,77005.7,77005.7
1777451803000,77005.71,77005.71,77005.7,77005.7
1777451804000,77005.71,77005.71,77005.71,77005.71
1777451805000,77005.71,77005.71,77005.7,77005.7
1777451806000,77005.71,77010.33,77005.71,77010.33
1777451807000,77012.14,77012.14,77012.13,77012.13
1777451808000,77012.13,77012.13,77012.13,77012.13
1777451809000,77012.13,77012.13,77012.13,77012.13
1777451810000,77012.13,77012.14,77012.13,77012.14
1777451811000,77012.13,77012.14,77012.13,77012.14
1777451812000,77012.14,77012.14,77012.14,77012.14
1777451813000,77012.14,77012.14,77012.14,77012.14
1777451814000,77012.14,77012.14,77012.14,77012.14
1777451815000,77012.13,77012.14,77004.91,77004.91
1777451816000,77004.91,77004.91,77004.91,77004.91
1777451817000,77004.92,77004.92,77004.91,77004.91
1777451818000,77004.91,77004.91,77004.91,77004.91
1777451819000,77004.92,77004.92,77004.92,77004.92
1777451820000,77004.91,77004.91,77004.91,77004.91
1777451821000,77004.92,77004.92,77004.91,77004.91
1777451822000,77004.92,77026.03,77004.92,77017.87
1777451823000,77017.88,77017.88,77017.88,77017.88
1777451824000,77017.88,77017.88,77017.88,77017.88
1777451825000,77017.88,77017.88,77017.87,77017.88
1777451826000,77017.87,77017.87,77017.87,77017.87
1777451827000,77017.88,77017.88,77017.88,77017.88
1777451828000,77017.87,77017.87,77017.87,77017.87
1777451829000,77017.87,77017.87,77017.87,77017.87
1777451830000,77017.88,77017.88,77017.87,77017.87
1777451831000,77017.87,77017.88,77017.87,77017.88
1777451832000,77017.87,77017.87,77017.87,77017.87
1777451833000,77017.88,77017.88,77017.88,77017.88
1777451834000,77017.88,77017.88,77017.87,77017.88
1777451835000,77017.87,77017.88,77017.87,77017.88
1777451836000,77017.87,77017.87,77017.87,77017.87
1777451837000,77017.88,77017.88,77017.88,77017.88
1777451838000,77017.88,77017.88,77017.87,77017.88
1777451839000,77017.87,77017.88,77017.87,77017.88
1777451840000,77017.87,77017.88,77017.87,77017.87
1777451841000,77017.87,77017.87,77017.87,77017.87
1777451842000,77017.87,77017.88,77017.87,77017.88
1777451843000,77017.88,77017.88,77017.88,77017.88
1777451844000,77017.88,77017.88,77017.87,77017.87
1777451845000,77017.87,77017.87,77017.87,77017.87
1777451846000,77017.87,77017.87,77017.87,77017.87
1777451847000,77017.88,77017.88,77017.87,77017.87
1777451848000,77017.87,77017.87,77017.87,77017.87
1777451849000,77017.87,77017.88,77017.87,77017.87
1777451850000,77017.88,77017.88,77017.87,77017.87
1777451851000,77017.88,77017.88,77017.87,77017.87
1777451852000,77017.88,77017.88,77017.87,77017.87
1777451853000,77017.87,77017.87,77017.87,77017.87
1777451854000,77017.88,77017.88,77017.87,77017.88
1777451855000,77017.87,77017.88,77017.87,77017.88
1777451856000,77017.88,77017.88,77017.88,77017.88
1777451857000,77017.87,77017.87,77017.87,77017.87
1777451858000,77017.87,77017.87,77017.87,77017.87
1777451859000,77017.87,77017.87,77017.87,77017.87
1777451860000,77017.88,77017.88,77017.87,77017.87
1777451861000,77017.87,77017.88,77017.87,77017.88
1777451862000,77017.88,77017.88,77017.87,77017.87
1777451863000,77017.87,77017.87,77010.27,77010.27
1777451864000,77010.28,77010.28,77010.27,77010.27
1777451865000,77010.27,77010.27,77007.68,77007.68
1777451866000,77007.69,77007.69,77007.69,77007.69
1777451867000,77007.68,77007.68,77007.68,77007.68
1777451868000,77007.69,77007.69,77007.68,77007.69
1777451869000,77007.69,77007.69,77007.68,77007.69
1777451870000,77007.69,77007.69,77007.68,77007.68
1777451871000,77007.68,77007.69,77007.68,77007.69
1777451872000,77007.69,77007.69,77007.69,77007.69
1777451873000,77007.68,77007.68,77007.68,77007.68
1777451874000,77007.68,77010.28,77007.68,77010.28
1777451875000,77010.27,77012.56,77010.27,77012.56
1777451876000,77012.57,77014.36,77012.57,77014.35
1777451877000,77014.35,77014.35,77014.35,77014.35
1777451878000,77014.35,77014.35,77014.35,77014.35
1777451879000,77014.36,77014.36,77014.36,77014.36
1777451880000,77014.36,77032.82,77014.36,77032.81
1777451881000,77032.82,77032.82,77032.81,77032.81
1777451882000,77032.81,77032.82,77032.81,77032.82
1777451883000,77032.82,77032.82,77032.82,77032.82
1777451884000,77032.81,77032.82,77032.81,77032.82
1777451885000,77032.82,77032.82,77032.82,77032.82
1777451886000,77032.81,77035.13,77032.81,77035.13
1777451887000,77035.56,77035.56,77035.56,77035.56
1777451888000,77035.56,77035.56,77035.56,77035.56
1777451889000,77035.56,77035.56,77035.56,77035.56
1777451890000,77035.57,77035.57,77035.56,77035.56
1777451891000,77035.57,77035.57,77035.57,77035.57
1777451892000,77035.57,77035.57,77035.57,77035.57
